CATEGORIA;PRODUCTO;DESCRIPCION;EMPRESA_TIENDA;PROD_CELIACO;CODIGO_BARRAS;FECHA_CREACION
Chocolates y coberturas;Chocolate 52% Puro, sin azúcar, 100gr;Chocolate;Valor - Importa Cencosud;True;NN;2024-10-31
Chocolates y coberturas;Chocolate orgánico nibs cacao, 200 gr;Chocolate;Pacari - Importa Cencosud;True;NN;2024-10-31
Chocolates y coberturas;Chocolate puro almendras, sin azúcar, 150gr;Chocolate;Valor - Importa Cencosud;True;NN;2024-10-31
Chocolates y coberturas;"Mini tazas de mantequilla de maní con chocolate con leche
orgánico, 133 g";Chocolate;"Justin's - Importado por
Cencosud";True;NN;2024-10-31
Chocolates y coberturas;"Mini tazas de mantequilla de maní con chocolate amargo
orgánico, 133 g";Chocolate;"Justin's - Importado por
Cencosud";True;NN;2024-10-31
Chocolates y coberturas;"Cobertura Blanca para moldear, bañar y decorar Neucober
(código 102-202)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura Amarga Suave de Moldeo Neucober (código
104M-204)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;Cobertura de Chocolate Leche Extra Neucober (código 106-206);Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura para bañado de Alfajores alto rendimiento Neucober
(código 107-407)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura de chocolate de Leche Fina Sin Azúcar Neucober
(código 108)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura de chocolate Bitter 60% Cacao sin azúcar Neucober
(código 109)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura blanca para Alfajores alto rendimiento Neucober
(código 110-410)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura de chocolate Fino Bitter Extra 63% Cacao Neucober
(código 112)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura de chocolate blanco Extra Fino Neucober (código
116-216)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura leche para Huevos y Figuras Neucober (código
120-420)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cobertura de chocolate Bitter Premium 72% Cacao Neucober
(código 132)";Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;Cobertura para bañado sin azúcar Neucober (código 407);Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;Cremonel (código 250);Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;Cobertura para Helados (código 209);Cobertura de chocolate;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cremonella, crema de cacao y avellanas europeas (código 2501),
doypack de 650g";Crema de cacao y avellanas;Industrias Neuchatel;True;NN;2024-10-31
Chocolates y coberturas;"Cremonella sin azúcar añadida, crema de cacao y avellanas
europeas (código 2502), doypack de 650g";Crema de cacao y avellanas;Industrias Neuchatel;True;NN;2024-10-31
Leches;"Leche Condensada entera, tarro 397g; bolsa 4,5kg (culinario)";Leche condensada;Nestlé;True;NN;2024-10-31
Leches;Leche Sur, leche condensada, tarro 397g (sucedáneo);Leche condensada;Nestlé;True;NN;2024-10-31
Leches;Leche condensada deslactosada, tarro 397g;Leche condensada;Nestlé;True;NN;2024-10-31
Leches;"SVELTY MOVE+ , leche descremada, envase softpack 300g y
800g";Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;"NIDO 1+ Nutritods, Tarro 1600g, 1800g; Softpack 800g, 920g";Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;NIDO Buen Día, envase softpack 130g, 300g y 700g;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;"SVELTY Calcilok (huesos), leche descremada en polvo, Softpack
800g";Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;SVELTY MOVE+, leche sin lactosa, envase softpack 300g y 800g;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;NIDO Forticrece, leche semidescremada, tarro 1560g;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;SVELTY Colageno, leche descremada en polvo, Softpack 500g;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;"NIDO Leche entera en polvo, tarro 1350g, tarro 1550g; softpack
300g, 800g y 1100g";Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;NIDO Semidescremada, Tarro y Softpack;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;NIDO Semidescremada sin lactosa, Tarro y Softpack;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;NIDO 1+ Excella gold, Tarro 1,35ñg;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;"Leche Entera en polvo(26% mat. grasa), bolsa 120g, 400g, 900g,
1440 g y 25Kg";Leche en polvo;Colun;True;NN;2024-10-31
Leches;"Leche descremada en polvo 0% materia grasa, bolsa pillow:
100g, 350g, 800g y 25kg";Leche en polvo;Colun;True;NN;2024-10-31
Leches;Leche Entera en Polvo (envase pillow) 900 gr;Leche en polvo;Colun;True;NN;2024-10-31
Leches;NIDO Forticrece, leche descremada, bolsa softpack 840g;Leche en polvo;Nestlé;True;NN;2024-10-31
Leches;Leche descremada, 1lt;Leche descremada;Loncoleche;True;NN;2024-10-31
Leches;Leche descremada UHT formatos 200ml, 1Lt con y sin tapa;Leche descremada;Colun;True;NN;2024-10-31
Leches;Leche semidescremada, 1lt;Leche semidescremada;Loncoleche;True;NN;2024-10-31
Leches;Leche semidescremada UHT formatos 200ml y 1Lt con y sin tapa;Leche semidescremada;Colun;True;NN;2024-10-31
Leches;NEXT Leche blanca COLAGENO, sin lactosa, 1Lt;Leche semidescremada;Soprole;True;NN;2024-10-31
Leches;Leche Entera UHT , caja 200cc y 1lt (con y sin tapa);Leche entera;Colun;True;NN;2024-10-31
Leches;Leche A2 entera Sin Lactosa, 1lt;Leche entera;Colun;True;NN;2024-10-31
Leches;Leche sabor chocolate (semidescremada), 1lt, 200ml y 500ml;Leche c/ sabor semidescremada;Loncoleche;True;NN;2024-10-31
Leches;Leche sabor frutilla (semidescremada), 1lt y 200ml;Leche c/ sabor semidescremada;Loncoleche;True;NN;2024-10-31
Leches;Leche sabor vainilla (semidescremada), 1lt y 200ml;Leche c/ sabor semidescremada;Loncoleche;True;NN;2024-10-31
Leches;Leche sabor plátano (semidescremada), 1lt y 200ml;Leche c/ sabor semidescremada;Loncoleche;True;NN;2024-10-31
Leches;Leche Frutilla caja 200ml y 1Lt;Leche c/ sabor semidescremada;Soprole;True;NN;2024-10-31
Leches;Leche Chocolate UHT, 200ml y 1Lt;Leche c/ sabor semidescremada;Soprole;True;NN;2024-10-31
Leches;Leche GOLD sabor chocolate, 1Lt;Leche c/ sabor semidescremada;Soprole;True;NN;2024-10-31
Leches;Leche GOLD sabor Cappuccino, 1lt;Leche c/ sabor semidescremada;Soprole;True;NN;2024-10-31
Leches;Leche Protein milk sabor chocolate, 200ml y 1lt;Leche con sabor;Loncoleche;True;NN;2024-10-31
Leches;Leche Chocolate Alta en Proteína, 1lt;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;"Leche Chocolate (semidescremada) UHT formatos 200ml, 1lt
presentación con y sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;"Leche Chocolate Receta original UHT formatos 200ml, 1lt
presentación con y sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Chocolate Light, 200ml, 330ml y 1 lt con tapa;Leche con sabor;Colun;True;NN;2024-10-31
Leches;"Leche Frutilla (semidescremada), 200ml, 1Lt presentación con y
sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;"Leche Vainilla (semidescremada) UHT formatos 200ml, 1Lt
presentación con y sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;"Leche Manjar (semidescremada) UHT formatos 200ml, 1Lt
presentación con y sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;"Leche Plátano (semidescremada) UHT formatos 200ml, 1lt
presentación con y sin tapa";Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Cappuccino light (sin lactosa) UHT, formato 300ml y 1lt;Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Cappuccino regular UHT, formato 330ml y 1lt;Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Caramelo light (sin lactosa) UHT, formato 330ml y 1lt;Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Caramelo regular (sin lactosa) UHT, formato 330ml y 1lt;Leche con sabor;Colun;True;NN;2024-10-31
Leches;Leche Sabor Plátano 1lt;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche Protein+ Nitro sabor vainilla, 1 litro;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche Chocolate original Requete patitas, 200 ml;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche Protein+ sabor Chocolate, 200 ml;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche ZEROLACTO Frutilla, 200 ml;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche chocolate alta proteína 200 ml;Leche con sabor;Soprole;True;NN;2024-10-31
Leches;Leche sin lactosa descremada larga vida, 1lt;Leche sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche sin lactosa entera larga vida (líquida);Leche sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche sin Lactosa Extra Calcio (descremada), 1lt;Leche sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche Zerolacto sabor Chocolate 200ml;Leche sin lactosa;Soprole;True;NN;2024-10-31
Leches;Leche Sin Lactosa semidescremada, 200ml, 1lt;Leche sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche sin lactosa sabor vainilla semidescremada, 1lt;Leche sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche ZEROLACTO semidescremada,1lt;Leche sin lactosa;Soprole;True;NN;2024-10-31
Leches;"Leche Chocolate sin lactosa UHT (semidescremada), 200ml y 1lt
presentación con tapa";Leche sin lactosa;Colun;True;NN;2024-10-31
Leches;"Leche Sin Lactosa descremada formatos 200ml, 1lt (con y sin
tapa)";Leche sin lactosa;Colun;True;NN;2024-10-31
Leches;Leche sin lactosa semidescremada, 1lt (con y sin tapa);Leche sin lactosa;Colun;True;NN;2024-10-31
Leches;Leche Sin Lactosa Entera, 1lt con y sin tapa;Leche sin lactosa;Colun;True;NN;2024-10-31
Leches;Leche Zerolacto sabor Chocolate 200ml y 1lt;Leche sin lactosa;Soprole;True;NN;2024-10-31
Leches;Leche Zerolacto entera, 1lt;Leche sin lactosa;Soprole;True;NN;2024-10-31
Leches;Leche sin lactosa sabor chocolate (semidescremada), 1lt y 200ml;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche Break (extra protein) capuccino, sin lactosa, 1lt y 250ml;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche Break chocolate avellanas, sin lactosa, 250ml y 1lt;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche protein milk cappuccino 1lt y 200ml;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche Frutilla sin lactosa semidescremada 1lt;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;"Leche Break Loncoleche caramel Macchiato semidescremada sin
lactosa";Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche descremada sin lactosa light sabor chocolate, 1lt;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Leche descremada light sabor Chocolate. 1lt y 200ml;Leche c/ sabor sin lactosa;Loncoleche;True;NN;2024-10-31
Leches;Dagoat Chocolate, 400g formato polvo;Leche de cabra;Dagoat;True;NN;2024-10-31
Leches;"Leche de cabra (goats milk) entera en polvo, formato 900 y 400
gr";Leche de cabra;Dagoat;True;NN;2024-10-31
Leches;"Leche de cabra (goats milk) descremada en polvo, formato 900 y
400 gr";Leche de cabra;Dagoat;True;NN;2024-10-31
Leches;Leche fresca descremada (pasteurizada) 1lt;Leche fresca;Lácteos San Ignacio;True;NN;2024-10-31
Leches;Leche fresca entera (pasteurizada),1lt;Leche fresca;Lácteos San Ignacio;True;NN;2024-10-31
Leches;Leche fresca semidescremada (pasteurizada), 1lt;Leche fresca;Lácteos San Ignacio;True;NN;2024-10-31
Leches;Leche fresca semidescremada Sin Lactosa (pasteurizada) 1lt;Leche fresca;Lácteos San Ignacio;True;NN;2024-10-31
Leches;Leche Protein milk sabor natural, 1lt;Leche liquida;Loncoleche;True;NN;2024-10-31
Leches;Leche Full Pro sabor vainilla, 250ml;Leche liquida;Loncoleche;True;NN;2024-10-31
Leches;Leche entera alta en proteina, 1lt;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche descremada (MID UHT), 1lt;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche Entera Cremosa (Nat 4,5% UHT), 1lt;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche entera 1lt caja con y sin tapa;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche semidescremada UHT 1Lt;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche Chocolate Original, 1lt;Leche liquida;Soprole;True;NN;2024-10-31
Leches;Leche Full pro chocolate, 250ml;Leche liquida;Loncoleche;True;NN;2024-10-31
Leches;Leche evaporada sin lactosa, 200ml;Leche evaporada;Loncoleche;True;NN;2024-10-31
Cremas;Crema light lista para servir. 200ml y 500ml;Crema light;Loncoleche;True;NN;2024-10-31
Cremas;Crema light, 200ml;Crema light;Colun;True;NN;2024-10-31
Cremas;Crema sin lactosa 1lt y 200ml;Crema sin lactosa;Colun;True;NN;2024-10-31
Cremas;Crema sin lactosa para batir. Larga vida 200ml;Crema sin lactosa;Loncoleche;True;NN;2024-10-31
Cremas;Crema para batir sin lactosa 1lt;Crema sin lactosa;Loncoleche;True;NN;2024-10-31
Cremas;Crema para batir, (34%) 1lt;Crema;Loncoleche;True;NN;2024-10-31
Cremas;Crema Espesa UHT 200g;Crema;Soprole;True;NN;2024-10-31
Cremas;Crema larga vida para postres y cocina, 200cc y 1lt;Crema;Colun;True;NN;2024-10-31
Cremas;Crema de leche, tarro 236g, 157g;Crema;Nestlé;True;NN;2024-10-31
Cremas;Crema de leche light, tarro 157g;Crema;Nestlé;True;NN;2024-10-31
Manjar o dulce de leche;Manjar tradicional, bolsa 200gr, 500gr, 1kg, 5kg;Manjar;Colun;True;NN;2024-10-31
Manjar o dulce de leche;Manjar Receta de Campo pote 400g y bolsa 1kg;Manjar;Colun;True;NN;2024-10-31
Manjar o dulce de leche;Manjar Mi dulce sin azucar, pote 380gr;Manjar;Colun;True;NN;2024-10-31
Manjar o dulce de leche;Manjar, pote 400gr;Manjar;Soprole;True;NN;2024-10-31
Manjar o dulce de leche;"Manjar tradicional, doypack 400gr, 800gr pote 200gr, 400gr,
800gr; porción pack 20gr";Manjar;Colun;True;NN;2024-10-31
Manjar o dulce de leche;Manjar Los Puquios;Manjar;"Los Puquios - Lácteos Rio
Cato";True;NN;2024-10-31
Manjar o dulce de leche;Manjar, pote 200g, pote 400g y bolsa 1 kilo;Manjar;Chilolac;True;NN;2024-10-31
Manjar o dulce de leche;"Nestlé El Manjar, 200g, 500g,1kg; doypack 800g";Manjar;Nestlé;True;NN;2024-10-31
Manjar o dulce de leche;Manjar Pastelero, bolsa 4,5kg;Manjar;Nestlé;True;NN;2024-10-31
Manjar o dulce de leche;Nestlé El Manjar Deslactosado, bolsa 500g;Manjar;Nestlé;True;NN;2024-10-31
Manjar o dulce de leche;Manjar Sin lactosa, pote 380gr;Manjar sin lactosa;Colun;True;NN;2024-10-31
Manjar o dulce de leche;Dulce de leche bolsa 500gr y 1kg;Dulce de leche;Soprole;True;NN;2024-10-31
Manjar o dulce de leche;Dulce de leche pote 200g;Dulce de leche;Soprole;True;NN;2024-10-31
Manjar o dulce de leche;Tableta dulce de leche clásica VAUQUITA 140gr;Dulce de leche en barra;"Vauquita - Cencosud S.A
(Argentina)";True;NN;2024-10-31
Manjar o dulce de leche;Torta dulce de leche clásica VAUQUITA 300gr;Dulce de leche en barra;"Vauquita - Cencosud S.A
(Argentina)";True;NN;2024-10-31
Manjar o dulce de leche;Tableta Dulce de leche clásica VAUQUITA 80gr;Dulce de leche en barra;"Vauquita - Cencosud S.A
(Argentina)";True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla con sal, 125g y 250g;Mantequilla;Chilolac;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla Untable 200 gr;Mantequilla;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla Untable 350 g;Mantequilla;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla de campo con sal, 125g;Mantequilla;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Mantequillas y margarinas;"Mantequilla con sal, formato 125gr, 250gr, pote 200gr, porción
pack 10g25kg,";Mantequilla;Colun;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla sin sal, 250g, 25kg;Mantequilla;Colun;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla Los Alerces con sal marca, 125g y 250g;Mantequilla;Colun;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla Los Nogales, 250 gr;Mantequilla;Los Nogales - Cial Alimentos;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla, 230g;Mantequilla;Lácteos San Ignacio;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla con sal de mar, 230gr;Mantequilla;Lácteos San Ignacio;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla Los Puquios, 250gr con sal;Mantequilla;"Los Puquios - Lácteos Rio
Cato";True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla ajo perejil, 250g;Mantequilla;Chilolac;True;NN;2024-10-31
Mantequillas y margarinas;Margarina Pan 125g;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Margarina Pan 250g;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;NEXT Margarina pote microndeabe 500g;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Margarina Mix+ (30%) pote 500g;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Margarina Mix con mantequilla, pote 500g;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Margarina pote 500 gr;Margarina;Soprole;True;NN;2024-10-31
Mantequillas y margarinas;Margarina Doña Juanita, 1 Kg (línea industrial - repostería);Margarina;Watt`s;True;NN;2024-10-31
Mantequillas y margarinas;Mantequilla de Maní Nutrisa, 400g;Mantequilla de maní;NutrisaCorp;True;NN;2024-10-31
Yogurt y leche cultivada;NEXT Leche Cultivada Frutilla, 1Lt;Leche cultivada light;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;NEXT Leche Cultivada Frambuesa, 1 Lt;Leche cultivada light;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;NEXT Leche Cultivada Chirimoya, 1L;Leche cultivada light;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Chirimoya, 180ml y 1lt;Leche cultivada light;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Frambuesa, 1 lt;Leche cultivada light;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Frutilla, 180ml y 1lt;Leche cultivada light;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada ZEROLACTO sabor Chirimoya, 1L;Leche cultivada sin lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Protein+ Frutilla botella 1L;Leche cultivada sin lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Leche Cultivada Protein+ Chirimoya botella 1L;Leche cultivada sin lactosa;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Frutilla, 165gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Vainilla 165 gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Chirimoya, 165gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido Frutilla, bolsa 1Kg;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido Vainilla, bolsa 1Kg;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Frutilla en Botella 1L;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt aflanado natural 155gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Frutilla, 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Damasco,120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Pátano 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar Vainilla 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar Frutilla 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar Durazno 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yoghurt batido Chirimoya 1 kg;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Protein+ sabor Vainilla 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ sabor Chirimoya 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yoghurt batido Frutilla bolsa 1kg;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghito Tetra sabor frutilla 115g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghito Tetra sabor Vainilla 115g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido Vainilla 120 gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Sin Azúcar PIÑA, 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;GOLD Yoghurt Tradicional 165g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;GOLD Yoghurt tradicional (Chocolate Almendra) 165gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;GOLD Yoghurt Lúcuma Nuez 165g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;GOLD Yogurt Nuez Cranberry, 165gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Sin Azúcar Frutilla 120gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar Vainilla 120gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Sin Azúcar Durazno 120gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Sin Azúcar Frutos Secos 155gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar trozos Papaya 155gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt sin azúcar trozo Chía Arándanos, 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Chamyto sabor vainilla, 115gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Chamyto sabor damasco 115 gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido Damasco, botella 1 Lt;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido Vainilla, botella 1Lt;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt BATIFRUTt Frutilla, 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt BATIFRUT cremoso durazno, 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Batido Natural Sin Azúcar, 120g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido damasco, 115g;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt batido frutilla, 115g;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt batido vainilla, 115g;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes PROBIÓTICOS Frutilla, 140 gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes Probióticos Natural endulzado, 140 gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes PROBIOTICOS Vainilla, 140 gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes Protein Chirimoya, 140gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes Protein Frutilla, 140gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Goodnes Protein Natural, 140gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt BATIFRUT Mora,165g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt BATIFRUT Selección Piña-Coco, 165g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Zerolacto Yoghurt sabor Frutilla, 155gr;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt BATIFRUT Piña,165g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Vainilla, botella 1L;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Damasco, bolsa 1kg;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ frutos secos, 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yoghurt Protein+ con trozos de Kiwi-platano-mango, 155g;Yogurt batido;Soprole;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt Chamyto sabor manzana, 115gr;Yogurt batido;Nestlé;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt del Sur Frutos secos (sin lactosa), 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt del Sur Frutos rojos, 120gr;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt light sabor frutilla (endulzado natural), vaso 120gr, bolsa
900gr";Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;Yogurt light sabor mora (endulzado natural), vaso 120gr,;Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt light sabor Vainilla (endulzado natural), vaso 120gr y bolsa
900gr";Yogurt batido;Colun;True;NN;2024-10-31
Yogurt y leche cultivada;"Yogurt light sabor natural (endulzado natural), vaso 120gr y bolsa
900gr";Yogurt batido;Colun;True;NN;2024-10-31
